row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,year,month,month_name,profit
1108,US-2017-110156,2017-11-19,24/11/2017,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,2017,11,November,0.57313113475447
1109,US-2017-110156,2017-11-19,24/11/2017,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,2017,11,November,9.22685274388808
1110,US-2017-110156,2017-11-19,24/11/2017,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,2017,11,November,-1.3454554625974098
1111,US-2017-110156,2017-11-19,24/11/2017,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,2017,11,November,11.488229406684924
1112,US-2017-110156,2017-11-19,24/11/2017,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,2017,11,November,1.8373105430698522
1113,US-2017-110156,2017-11-19,24/11/2017,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2017,11,November,-0.12896598872554965
1114,CA-2018-140585,2018-12-18,23/12/2018,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024.0,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,2018,12,December,8.360247786774705
1115,CA-2018-140585,2018-12-18,23/12/2018,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024.0,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,2018,12,December,17.95692249685785
1116,CA-2018-140585,2018-12-18,23/12/2018,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024.0,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,119.98,2018,12,December,27.77082709875264
1117,CA-2017-144855,2017-07-22,24/07/2017,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110.0,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,2017,7,July,-0.4813402164402129
1118,CA-2016-142755,2016-09-04,08/09/2016,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,2016,9,September,31.44724326011024
1119,CA-2016-142755,2016-09-04,08/09/2016,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,2016,9,September,77.99397758857265
1120,CA-2016-142755,2016-09-04,08/09/2016,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2016,9,September,-0.38888162653317476
1121,CA-2016-142755,2016-09-04,08/09/2016,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076.0,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2016,9,September,-1.6978181195454267
1122,US-2015-147627,2015-01-20,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,2015,1,January,30.410842680325274
1123,US-2015-147627,2015-01-20,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,2015,1,January,5.190330296251955
1124,US-2015-147627,2015-01-20,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,2015,1,January,7.319766726016679
1125,US-2015-147627,2015-01-20,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,2015,1,January,0.028553342166843052
1126,US-2015-147627,2015-01-20,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,2015,1,January,3.1050430316932913
1127,US-2015-147627,2015-01-20,26/01/2015,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401.0,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,2015,1,January,118.56642946521384
1128,CA-2016-105970,2016-03-02,07/03/2016,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374.0,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,2016,3,March,-0.1706993797097321
1129,CA-2016-105970,2016-03-02,07/03/2016,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374.0,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,2016,3,March,19.116985309468166
1130,CA-2017-112102,2017-04-12,16/04/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153.0,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,2017,4,April,81.99378874764099
1131,CA-2017-112102,2017-04-12,16/04/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,2017,4,April,-4.168122078479751
1132,CA-2017-112102,2017-04-12,16/04/2017,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,2017,4,April,-8.710689926092813
1133,US-2017-114776,2017-12-06,07/12/2017,First Class,GG-14650,Greg Guthrie,Corporate,United States,Antioch,California,94509.0,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,2017,12,December,2.845454747172206
1134,US-2017-134908,2017-06-05,09/06/2017,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,2017,6,June,-20.450551570948566
1135,US-2017-134908,2017-06-05,09/06/2017,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,2017,6,June,0.2706487963926334
1136,US-2017-148803,2017-12-11,11/12/2017,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030.0,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,2017,12,December,-4.885140232677921
1137,CA-2017-152170,2017-11-12,15/11/2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350.0,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,2017,11,November,20.996327527446784
1138,CA-2017-152170,2017-11-12,15/11/2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350.0,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2017,11,November,3.337849902740288
1139,CA-2017-152170,2017-11-12,15/11/2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350.0,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2017,11,November,-0.3413312500950468
1140,CA-2017-152170,2017-11-12,15/11/2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350.0,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,2017,11,November,-1.6950564306745617
1141,CA-2017-152170,2017-11-12,15/11/2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,46350.0,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2017,11,November,-1.4516456765203642
1142,CA-2015-146969,2015-09-29,03/10/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2015,9,September,-35.38320461158932
1143,CA-2015-146969,2015-09-29,03/10/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72,2015,9,September,0.8428367944282062
1144,CA-2015-146969,2015-09-29,03/10/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,2015,9,September,1.2927943154437045
1145,CA-2015-146969,2015-09-29,03/10/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2015,9,September,-68.39191358184137
1146,CA-2015-146969,2015-09-29,03/10/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,2015,9,September,5.262051166909357
1147,CA-2016-112452,2016-04-04,04/04/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2016,4,April,-40.91149325000366
1148,CA-2016-112452,2016-04-04,04/04/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2016,4,April,-0.609903404065049
1149,CA-2016-112452,2016-04-04,04/04/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2016,4,April,0.04949953768553193
1150,CA-2016-112452,2016-04-04,04/04/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,2016,4,April,3.0374225229009135
1151,CA-2016-112452,2016-04-04,04/04/2016,Same Day,NC-18340,Nat Carroll,Consumer,United States,Lansing,Michigan,48911.0,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2016,4,April,4.586245261391628
1152,CA-2016-113971,2016-05-08,14/05/2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Cuyahoga Falls,Ohio,44221.0,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,2016,5,May,0.32660698016091455
1153,CA-2017-160395,2017-12-31,06/01/2018,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502.0,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2017,12,December,0.4803898255707147
1154,CA-2017-160395,2017-12-31,06/01/2018,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502.0,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,2017,12,December,24.521136702481193
1155,CA-2015-136567,2015-12-20,21/12/2015,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801.0,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2015,12,December,-2.1223419059096873
1156,CA-2015-136567,2015-12-20,21/12/2015,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801.0,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,2015,12,December,-394.5668294883777
1157,CA-2015-136567,2015-12-20,21/12/2015,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801.0,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,2015,12,December,-6.879361942235267
1158,CA-2015-136567,2015-12-20,21/12/2015,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801.0,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2015,12,December,14.143757441392223
1159,CA-2017-149314,2017-07-02,07/07/2017,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90004.0,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,2017,7,July,-22.391395044811034
1160,CA-2018-147039,2018-06-29,04/07/2018,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,2018,6,June,-2.0768297047207858
1161,CA-2018-147039,2018-06-29,04/07/2018,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2018,6,June,1.97427618514455
1162,CA-2015-126522,2015-09-01,05/09/2015,Second Class,LT-16765,Larry Tron,Consumer,United States,Escondido,California,92025.0,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,2015,9,September,0.10056731891219751
1163,CA-2015-127964,2015-03-03,08/03/2015,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,2015,3,March,1.1482995112649
1164,CA-2015-127964,2015-03-03,08/03/2015,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,2015,3,March,23.102840527369526
1165,CA-2015-127964,2015-03-03,08/03/2015,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,2015,3,March,0.4445547674631087
1166,CA-2015-117709,2015-05-04,08/05/2015,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,49201.0,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,2015,5,May,-1.2347106069290805
1167,CA-2016-125416,2016-11-02,02/11/2016,Same Day,KC-16540,Kelly Collister,Consumer,United States,Seattle,Washington,98115.0,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,2016,11,November,13.654138510199495
1168,CA-2018-145226,2018-12-08,10/12/2018,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2018,12,December,2.9087499539704704
1169,CA-2018-145226,2018-12-08,10/12/2018,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,2018,12,December,-16.70949376296088
1170,CA-2018-145226,2018-12-08,10/12/2018,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,2018,12,December,-0.8447633624693963
1171,CA-2018-145226,2018-12-08,10/12/2018,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,2018,12,December,-1.1660034969576305
1172,US-2015-100279,2015-03-10,14/03/2015,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Royal Oak,Michigan,48073.0,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2015,3,March,5.113043211700548
1173,CA-2015-158064,2015-04-21,25/04/2015,Standard Class,AA-10375,Allen Armold,Consumer,United States,Los Angeles,California,90008.0,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,2015,4,April,1.1643673836612027
1174,US-2016-104430,2016-10-22,26/10/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Bloomington,Illinois,61701.0,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.176,2016,10,October,0.891964453695906
1175,CA-2016-132080,2016-08-22,25/08/2016,First Class,DP-13105,Dave Poirier,Corporate,United States,New York City,New York,10035.0,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,2016,8,August,-7.951928268557694
1176,CA-2017-161207,2017-08-29,03/09/2017,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Concord,New Hampshire,3301.0,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,2017,8,August,-5.36348295037903
1177,CA-2015-120243,2015-12-27,30/12/2015,Second Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004.0,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56,2015,12,December,1.0294732280674137
1178,CA-2017-113621,2017-12-01,05/12/2017,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852.0,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2017,12,December,5.168006446398763
1179,CA-2017-113621,2017-12-01,05/12/2017,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Rockville,Maryland,20852.0,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,2017,12,December,10.023541397272702
1180,CA-2017-168081,2017-04-24,27/04/2017,Second Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77070.0,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,2017,4,April,1.9230147214512003
1181,CA-2015-128146,2015-06-21,25/06/2015,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701.0,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,2015,6,June,195.501487282783
1182,CA-2015-128146,2015-06-21,25/06/2015,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701.0,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2015,6,June,-0.3841489946795417
1183,CA-2018-138779,2018-01-14,15/01/2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,2018,1,January,1.2294971813120803
1184,CA-2018-138779,2018-01-14,15/01/2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,28540.0,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,2018,1,January,0.6591285518374184
1185,CA-2015-127131,2015-11-24,30/11/2015,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103.0,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096,2015,11,November,1.9085936400603947
1186,CA-2015-127131,2015-11-24,30/11/2015,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103.0,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,2015,11,November,143.63999410924296
1187,CA-2015-127131,2015-11-24,30/11/2015,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103.0,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,25.92,2015,11,November,7.257361055368318
1188,CA-2015-127131,2015-11-24,30/11/2015,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103.0,West,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2015,11,November,57.2353030035892
1189,CA-2018-117212,2018-02-26,28/02/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,2018,2,February,7.232259649386269
1190,CA-2018-117212,2018-02-26,28/02/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,2018,2,February,182.33582127521245
1191,CA-2018-117212,2018-02-26,28/02/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,2018,2,February,-84.01353610804418
1192,CA-2018-117212,2018-02-26,28/02/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,2018,2,February,-21.456453698194764
1193,CA-2018-117212,2018-02-26,28/02/2018,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90036.0,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,23.12,2018,2,February,3.197148653365196
1194,US-2016-130519,2016-09-15,15/09/2016,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065.0,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,2016,9,September,1.3025654669373135
1195,US-2016-130519,2016-09-15,15/09/2016,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065.0,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,15.712,2016,9,September,-0.17144183531584653
1196,US-2016-130519,2016-09-15,15/09/2016,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065.0,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",24.672,2016,9,September,0.6326426505917694
1197,US-2016-130519,2016-09-15,15/09/2016,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Coral Springs,Florida,33065.0,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,2016,9,September,5.506483099414866
1198,CA-2017-130946,2017-04-08,12/04/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,2017,4,April,55.195335187738515
1199,CA-2017-130946,2017-04-08,12/04/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,2017,4,April,-10.933421550748857
1200,CA-2017-130946,2017-04-08,12/04/2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,2017,4,April,-4.138173482952807
1201,CA-2017-114727,2017-07-18,24/07/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,2017,7,July,-9.046244380727478
1202,CA-2017-114727,2017-07-18,24/07/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.872,2017,7,July,0.15025138434662194
1203,CA-2017-114727,2017-07-18,24/07/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,2017,7,July,160.2586860515417
1204,CA-2017-114727,2017-07-18,24/07/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2017,7,July,-5.3660946235563545
1205,CA-2017-114727,2017-07-18,24/07/2017,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219.0,West,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,2017,7,July,27.994742571847603
1206,CA-2018-133235,2018-08-01,04/08/2018,First Class,LH-16750,Larry Hughes,Consumer,United States,Charlotte,North Carolina,28205.0,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,2018,8,August,9.619483588013667
1207,CA-2017-137050,2017-07-14,18/07/2017,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,2017,7,July,-0.3904260906162789
1208,CA-2017-137050,2017-07-14,18/07/2017,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,2017,7,July,1.0136103341955127
1209,CA-2017-137050,2017-07-14,18/07/2017,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,2017,7,July,0.6102521395565286
1210,CA-2017-137050,2017-07-14,18/07/2017,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,2017,7,July,6.308741319286107
1211,CA-2017-137050,2017-07-14,18/07/2017,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2017,7,July,1.6140245748818267
1212,CA-2017-137050,2017-07-14,18/07/2017,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009.0,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,2017,7,July,-55.97482936299737
